code	location	store_name	product_ean
US	America/Los_Angeles	Visitacion Valley	4407834353597
KR	Asia/Seoul	Eisen	4079828533669
DE	Europe/Berlin	Barmbek-Nord	2216586197678
TH	Asia/Bangkok	Damnoen Saduak	0048972011174
US	America/Chicago	Murray	1495856904692
US	America/New_York	Clermont	2024101665287
ID	Asia/Jakarta	Wangon	7151060782382
FR	Europe/Paris	Talence	3373134829388
AU	Australia/Sydney	Nowra	2387297421915
BR	America/Maceio	Barra dos Coqueiros	3325611372597
RU	Europe/Moscow	Novopavlovsk	5303280550315
IN	Asia/Kolkata	Hungund	7976813298602
JP	Asia/Tokyo	Nayoro	1234371900723
US	America/Los_Angeles	Indio	1181245703525
RE	Indian/Reunion	Saint-Denis	7222234434953
IN	Asia/Kolkata	Sojat	2480951150531
ID	Asia/Makassar	Tarakan	2038039956348
PT	Europe/Lisbon	Paredes	9056496054868
BR	America/Sao_Paulo	Loanda	5093517103789
IN	Asia/Kolkata	Malaut	6834444141166
ES	Europe/Madrid	Las Gabias	0822640344890
FR	Europe/Paris	Sceaux	8636953685319
KZ	Asia/Aqtobe	Shalqar	0607760378891
PH	Asia/Manila	Antipolo	3914641405339
US	America/Los_Angeles	Indio	0082689500965
US	America/New_York	Lexington	0682629153895
BR	America/Sao_Paulo	Marau	6356610951305
PH	Asia/Manila	Manaoag	7409738316255
US	America/New_York	Punta Gorda Isles	1209315660001
US	America/New_York	Fitchburg	6847913406215
TZ	Africa/Dar_es_Salaam	Nyangao	2590491065629
FR	Europe/Paris	Les Olives	0194732749372
US	America/New_York	Bridgeport	6469025329611
US	America/New_York	Norwalk	8174019132631
US	America/New_York	Norwalk	0615536956396
ID	Asia/Jakarta	Kudus	8871025929674
US	America/New_York	Norwalk	5235887299963
PH	Asia/Manila	Baliuag	7799671721248
US	America/New_York	Middletown	3665351961836
DE	Europe/Berlin	Pfullingen	0602566221785
JP	Asia/Tokyo	Hakodate	7099021219846
RU	Europe/Moscow	Shushary	8742960401252
US	America/New_York	Acworth	6321047713277
LR	Africa/Monrovia	New Yekepa	2256314179620
US	America/Chicago	Brentwood Estates	7644538694053
DE	Europe/Berlin	Burscheid	2639083243691
ES	Europe/Madrid	Caravaca	5838269598168
DE	Europe/Berlin	Korschenbroich	3342163297741
US	America/New_York	Sun City Center	1824251198717
US	America/Chicago	Schererville	8347565503792
US	America/Detroit	Port Huron	2380644749229
CN	Asia/Shanghai	Zhoucun	3457265207724
GB	Europe/London	Lower Earley	0511008917615
BE	Europe/Brussels	Gembloux	0470577299396
GH	Africa/Accra	Tarkwa	0968272793375
KZ	Asia/Almaty	Zaysan	0524630063933
US	America/Chicago	Vestavia Hills	1641290651771
IN	Asia/Kolkata	Teghra	8756736136736
JP	Asia/Tokyo	Inawashiro	0547538515137
US	America/New_York	Yonkers	6832520335621
TR	Europe/Istanbul	Serinhisar	2305857566852
BR	America/Porto_Velho	Porto Velho	0197524049223
MX	America/Mexico_City	Santa Rosa Jauregui	4763567326162
JP	Asia/Tokyo	Toba	3663278187742
CN	Asia/Shanghai	Hengshui	6710107027926
ES	Europe/Madrid	San Juan de Aznalfarache	9464517928461
FI	Europe/Helsinki	Espoo	9282388045250
AD	Europe/Andorra	les Escaldes	8049777579212
US	America/Detroit	Port Huron	2089653264333
RU	Europe/Moscow	Valday	6209769696538
ES	Europe/Madrid	San Fernando de Henares	3567734058839
IN	Asia/Kolkata	Teghra	2025009814081
GB	Europe/London	Strood	4694015286656
DE	Europe/Berlin	Hechingen	3597185981554
DE	Europe/Berlin	Ehingen	6944366688691
KZ	Asia/Aqtobe	Shalqar	2985219950606
ES	Europe/Madrid	Reus	8407618055149
US	America/Chicago	Rolla	0752993724905
CA	America/Glace_Bay	Sydney	1080326152835
NL	Europe/Amsterdam	Hardenberg	0778664127264
CA	America/Toronto	Sainte-Catherine	4866222786933
ES	Atlantic/Canary	Maspalomas	4685266531305
IN	Asia/Kolkata	Periyakulam	3653506916435
TN	Africa/Tunis	Beni Khiar	9649609158609
NO	Europe/Oslo	Harstad	7361413955251
FR	Europe/Paris	Les Olives	0933014960858
BR	America/Belem	Soure	0416969620379
PK	Asia/Karachi	Fazilpur	0485357236041
GB	Europe/London	Clacton-on-Sea	9202692317140
PT	Europe/Lisbon	Albufeira	7984772235309
NL	Europe/Amsterdam	Schiebroek	1345915295882
US	America/Detroit	Waverly	5261379557815
GB	Europe/London	Hartley	9808536318658
RU	Europe/Moscow	Kolomyagi	3107591331500
US	America/New_York	Brighton Beach	5733909406066
ES	Europe/Madrid	el Camp de l'Arpa del Clot	4299142125580
UA	Europe/Kiev	Krasyliv	2320025694366
ES	Europe/Madrid	San Juan de Aznalfarache	2101635853226
ID	Asia/Jakarta	Kediri	8856803566975
GB	Europe/London	Viewpark	7115046165170
US	America/New_York	Scotch Plains	6396492841219
FR	Europe/Paris	Arles	2519978996164
RU	Europe/Saratov	Privolzhskiy	4190736427533
US	America/Los_Angeles	Porterville	0225542389813
MX	America/Mexico_City	Salvatierra	5473584499709
SO	Africa/Mogadishu	Kismayo	3749464605518
CA	America/Toronto	Beaconsfield	3524598501505
US	America/Los_Angeles	Camarillo	7381199545989
CN	Asia/Shanghai	Xinzhou	9965044636145
CN	Asia/Shanghai	Foshan	1358867763019
IR	Asia/Tehran	Nowshahr	2711075356258
CN	Asia/Shanghai	Beidao	2427152817849
CN	Asia/Shanghai	Licheng	5279454175083
RU	Europe/Moscow	Kovylkino	3986805801240
FI	Europe/Helsinki	Tornio	6561409881293
DE	Europe/Berlin	Aschaffenburg	0164607375586
CI	Africa/Abidjan	Lakota	8819029735235
BR	America/Recife	Catende	0235446830168
US	America/Chicago	Rosemount	9672715373826
GB	Europe/London	Westbury	3539781245593
BD	Asia/Dhaka	Manikchari	6088440096030
PH	Asia/Manila	Talisay	0872825889555
AM	Asia/Yerevan	Hrazdan	2773978075339
IN	Asia/Kolkata	Pilkhua	2205494184160
RU	Europe/Moscow	Likhobory	3944065840423
US	America/Los_Angeles	Encinitas	2280522204317
NL	Europe/Amsterdam	Schiebroek	1452109945628
JP	Asia/Tokyo	Karatsu	4784926956912
IN	Asia/Kolkata	Kangayam	1689400912947
RU	Asia/Barnaul	Novosilikatnyy	6379898767505
BR	America/Sao_Paulo	Artur Nogueira	6656362942324
BR	America/Maceio	Lagarto	4284090523564
HR	Europe/Zagreb	Split	4629656004321
IN	Asia/Kolkata	Kalavoor	0530631706380
SE	Europe/Stockholm	Boo	2239067893951
ES	Europe/Madrid	San Juan de Aznalfarache	5704224847568
CG	Africa/Brazzaville	Brazzaville	9844459248634
BR	America/Sao_Paulo	Itaperuna	0818981047736
HT	America/Port-au-Prince	Thomazeau	8227084479627
CN	Asia/Shanghai	Zhoucun	3668129983498
US	America/New_York	Thomasville	4053331149401
DE	Europe/Berlin	Ehingen	3229355901696
MY	Asia/Kuala_Lumpur	Kampung Ayer Molek	4897630072905
US	America/Chicago	Hutto	5731195981007
US	America/Chicago	Bourbonnais	0609933898496
BR	America/Sao_Paulo	Soledade	9963124830582
NL	Europe/Amsterdam	Zeist	8667703232750
PH	Asia/Manila	Dipolog	3358777973056
BR	America/Fortaleza	Barras	1021472493908
US	America/Los_Angeles	American Canyon	3129866010354
BR	America/Sao_Paulo	Pato Branco	5983138039577
CN	Asia/Shanghai	Zhoushan	8739969039593
FR	Europe/Paris	Bobigny	7958943583797
UA	Europe/Kiev	Shepetivka	9403917826342
PK	Asia/Karachi	Sillanwali	6068502676578
US	America/Chicago	Coralville	1638558524076
CH	Europe/Zurich	Adliswil	5386060346872
RU	Europe/Moscow	Tyoply Stan	2425860450426
ES	Europe/Madrid	San Juan de Aznalfarache	9400715318079
NI	America/Managua	Jinotepe	7920258031317
CN	Asia/Shanghai	Foshan	1708156109712
JP	Asia/Tokyo	Nayoro	5682925890062
CA	America/Edmonton	Sherwood Park	2221283252537
US	America/Chicago	Fairview Heights	4978061598049
BG	Europe/Sofia	Smolyan	6502758210624
RU	Europe/Moscow	Petrozavodsk	1624814717801
PE	America/Lima	Iquitos	1799904247442
DZ	Africa/Algiers	Thenia	0744866409354
UA	Europe/Kiev	Nova Kakhovka	5314682233515
TR	Europe/Istanbul	Patnos	4455929121231
US	America/Chicago	Fresno	0034483765378
US	America/Chicago	Bourbonnais	0506961092486
CL	America/Santiago	San Bernardo	2892844746217
BR	America/Sao_Paulo	Soledade	5014902564008
US	America/Chicago	Hutchinson	5866204885844
KE	Africa/Nairobi	Nyahururu	2547682588665
US	America/New_York	Waterbury	0773412747015
RU	Europe/Moscow	Volokolamsk	0198935868908
MX	America/Merida	Progreso	3617652484354
US	America/New_York	Malden	7095230791005
CN	Asia/Shanghai	Wacheng	4325838779567
CN	Asia/Shanghai	Hengshui	7329446486166
TH	Asia/Bangkok	Bang Ban	7043245441521
CN	Asia/Shanghai	Xiangtan	8892409962049
UG	Africa/Kampala	Kitgum	0362891371738
CN	Asia/Shanghai	Guli	7005177800333
AR	America/Argentina/Ushuaia	Ushuaia	3175672047640
KZ	Asia/Almaty	Otegen Batyra	9929440146134
FR	Europe/Paris	Dax	9659660532119
MT	Europe/Malta	Valletta	4193872148720
GB	Europe/London	Mexborough	4187360601637
EC	America/Guayaquil	Milagro	8224448923345
LY	Africa/Tripoli	Ajdabiya	1655807108542
KE	Africa/Nairobi	Nyahururu	6988136725353
PT	Europe/Lisbon	Carnaxide	7139368527218
ID	Asia/Jakarta	Randudongkal	6684076352689
ES	Europe/Madrid	Novelda	1713817297509
TZ	Africa/Dar_es_Salaam	Mvomero	2277089099203
CA	America/Toronto	Markham	2940317838683
FR	Europe/Paris	Marly-le-Roi	5144008721514
MA	Africa/Casablanca	Azrou	5195447737666
AZ	Asia/Baku	Qazax	2546127132760
BR	America/Sao_Paulo	Resplendor	5339277814375
IN	Asia/Kolkata	Kashipur	0991857762992
CA	America/Glace_Bay	Sydney	4540929412806
US	America/New_York	Brunswick	1801548210826
US	America/Detroit	Waverly	4680407144826
US	America/New_York	Harrisburg	0969949947404
US	America/Los_Angeles	Visitacion Valley	7910146796381
IN	Asia/Kolkata	Pandua	5569584343217
GB	Europe/London	Rutherglen	9208234097280
CN	Asia/Shanghai	Foshan	3839092082598
CN	Asia/Shanghai	Zhoushan	8965422336316
US	America/Chicago	Abilene	8090771729325
IN	Asia/Kolkata	Osmanabad	9476314529048
PK	Asia/Karachi	Bhit Shah	6780441864754
BR	America/Sao_Paulo	Viradouro	0288952444114
MY	Asia/Kuala_Lumpur	Ulu Tiram	3011457768259
DE	Europe/Berlin	Albstadt	7375192230584
TZ	Africa/Dar_es_Salaam	Chanika	1195556495574
US	America/New_York	Boston	7496614383487
US	America/Los_Angeles	Beaumont	8878922049085
MM	Asia/Yangon	Dawei	7704293872131
MX	America/Merida	Progreso	8139304712349
US	America/New_York	Kendall	8635876391581
RU	Asia/Novokuznetsk	Yashkino	3771952080859
US	America/New_York	Malden	8195903874130
US	America/New_York	Utica	0563152745569
MA	Africa/Casablanca	Jerada	0409608775233
GB	Europe/London	Rutherglen	1054565282325
DZ	Africa/Algiers	Beni Douala	6796214670750
US	America/Indiana/Indianapolis	Granger	1576125667415
US	America/Denver	Carlsbad	7570378359718
BE	Europe/Brussels	Wevelgem	8482936799227
CN	Asia/Shanghai	Taozhuang	6104093472509
TN	Africa/Tunis	El Alia	1695364417770
US	America/Chicago	Vestavia Hills	3879092231367
DE	Europe/Berlin	Rudolstadt	1384363788164
BR	America/Bahia	Rio Real	0949724868599
NG	Africa/Lagos	Gaya	2585457879396
DE	Europe/Berlin	Weimar	5260541579389
FR	Europe/Paris	Rueil-Malmaison	6182468171424
US	America/New_York	Mechanicsville	9967615641305
PK	Asia/Karachi	Naushahra Virkan	4785717435593
TR	Europe/Istanbul	Edremit	3833688880964
NL	Europe/Amsterdam	Losser	7429701753504
KZ	Asia/Aqtobe	Shalqar	9354246743292
GB	Europe/London	Penzance	1990811817203
RU	Europe/Moscow	Valday	6372724383368
CI	Africa/Abidjan	Lakota	1292222415307
IR	Asia/Tehran	Shahre Jadide Andisheh	4929114488695
GH	Africa/Accra	Bibiani	3277362276528
US	America/Los_Angeles	Bothell West	2161485061554
IT	Europe/Rome	Chiavari	8462440752642
IN	Asia/Kolkata	Leteri	5823798144788
US	America/Chicago	Brentwood Estates	4999345326202
US	America/Denver	Carlsbad	0478985954463
ES	Europe/Madrid	Segundo Ensanche	2416321644539
RS	Europe/Belgrade	Negotin	5852827893465
US	America/New_York	Sicklerville	5227710723349
CF	Africa/Bangui	Carnot	3254582418891
MA	Africa/Casablanca	Oulmes	3770616178086
FR	Europe/Paris	Gonesse	2496706636618
MY	Asia/Kuala_Lumpur	Kampung Ayer Molek	7978940231125
VE	America/Caracas	La Victoria	6135862815951
BR	America/Sao_Paulo	Miracema	2272799844280
US	America/Chicago	Estelle	1194238787686
BR	America/Sao_Paulo	Guapimirim	4146865897648
BA	Europe/Sarajevo	Bijeljina	1055488980442
BE	Europe/Brussels	Lille	1955093599865
US	America/Phoenix	Gilbert	7243722068344
SK	Europe/Bratislava	Hlohovec	9136487785299
US	America/Denver	Aurora	8491865133668
US	America/New_York	Sun City Center	4742316750427
IT	Europe/Rome	Cordenons	4583395844689
IN	Asia/Kolkata	Kheda	3868026037205
AU	Australia/Sydney	Eastwood	4503565750138
NL	Europe/Amsterdam	Culemborg	7896828110921
SV	America/El_Salvador	Sonzacate	1017559950495
MX	America/Mexico_City	San Lorenzo Acopilco	7266175547570
US	America/Chicago	Tyler	9295135722274
CO	America/Bogota	El Copey	3479384371841
US	America/Los_Angeles	Troutdale	5664838455095
TH	Asia/Bangkok	Tak Bai	2042065245796
MX	America/Mexico_City	San Lorenzo Acopilco	6144272282444
JP	Asia/Tokyo	Ina	5030394117096
CN	Asia/Shanghai	Changshu City	0913442160372
US	America/Chicago	Longview	3558165184440
PK	Asia/Karachi	Mianwali	1766675841964
AU	Australia/Perth	Perth	1240336589322
GB	Europe/London	Gainsborough	2479604418371
TL	Asia/Dili	Maliana	9475115326351
GA	Africa/Libreville	Franceville	1110151486543
DE	Europe/Berlin	Bensheim	2900870355911
DE	Europe/Berlin	Schleswig	7402780550509
MA	Africa/Casablanca	Oulmes	5950963185977
IN	Asia/Kolkata	Meerut	1996781307324
US	America/Los_Angeles	South Whittier	1364952516651
ES	Europe/Madrid	Cardedeu	7981425478090
US	America/Chicago	Copperas Cove	5356858985224
FR	Europe/Paris	Talence	4261148229500
JP	Asia/Tokyo	Toyokawa	1765738249631
BD	Asia/Dhaka	Manikchari	5921144131618
US	America/Chicago	Longview	2736670343755
RU	Europe/Saratov	Privolzhskiy	9922948085424
BG	Europe/Sofia	Montana	2338306793325
UG	Africa/Kampala	Paidha	3825967584373
IT	Europe/Rome	Castelfranco Emilia	4111696924931
FR	Europe/Paris	Talence	1454003971871
MX	America/Mexico_City	Teziutlan	6091571159970
NL	Europe/Amsterdam	Culemborg	1635600886212
FR	Europe/Paris	Fontenay-aux-Roses	1014126967023
GB	Europe/London	Aberdeen	0121848090869
UA	Europe/Kiev	Shepetivka	6747167107534
PH	Asia/Manila	Masbate	6549532861931
UA	Europe/Kiev	Nova Kakhovka	5672581145330
AU	Australia/Melbourne	Frankston South	0102735202947
ID	Asia/Jakarta	Pameungpeuk	9746594351609
DE	Europe/Berlin	Memmingen	3402351642392
US	America/New_York	East Haven	0340608998553
MA	Africa/Casablanca	Jerada	9577927239840
US	America/New_York	Dublin	3624002125331
IT	Europe/Rome	Chiavari	6037477254142
GB	Europe/London	Westbury	8951380391399
BE	Europe/Brussels	Beveren	7828130339370
CL	America/Santiago	La Ligua	5460777318886
ES	Europe/Madrid	San Fernando de Henares	2619496296682
CG	Africa/Brazzaville	Brazzaville	1650250925616
US	America/Chicago	Pekin	4947152376002
CO	America/Bogota	Andes	6961517304651
SK	Europe/Bratislava	Skalica	4691179313402
NL	Europe/Amsterdam	Vught	4272275520750
TR	Europe/Istanbul	Serinhisar	7949419446579
IN	Asia/Kolkata	Pilkhua	7727205750020
IN	Asia/Kolkata	Malaut	8863998840575
IN	Asia/Kolkata	Chharra	8702439389818
NG	Africa/Lagos	Olupona	7154786810087
DE	Europe/Berlin	Bensheim	7543915763750
IN	Asia/Kolkata	Pune	2069129190625
BR	America/Sao_Paulo	Santa Gertrudes	4720299656929
US	America/New_York	Far Rockaway	9820186701000
US	America/New_York	Clermont	4469589056895
DE	Europe/Berlin	Burscheid	0480451009447
AZ	Asia/Baku	Qazax	1359538269373
DZ	Africa/Algiers	Frenda	1292204191533
NZ	Pacific/Auckland	Gisborne	7817862375213
CO	America/Bogota	San Carlos	2319125406160
IN	Asia/Kolkata	Bhuban	0155739833204
US	America/Indiana/Indianapolis	Granger	5217300925949
SV	America/El_Salvador	Ilopango	0904193185042
IT	Europe/Rome	Agrigento	2680534098346
US	America/New_York	Fayetteville	9146306615706
PH	Asia/Manila	Maasin	8507118490348
NI	America/Managua	Somoto	6434964800019
IN	Asia/Kolkata	Sojat	5237245973928
ES	Europe/Madrid	Caravaca	8939614309969
GB	Europe/London	Viewpark	5778641292812
NL	Europe/Amsterdam	Losser	1616106132676
LY	Africa/Tripoli	Ghat	8076109677278
RU	Europe/Moscow	Bogoroditsk	6025744452636
US	America/New_York	Sterling	1888175175674
IN	Asia/Kolkata	Gorakhpur	7468321483668
PK	Asia/Karachi	Larkana	2203700925446
EE	Europe/Tallinn	Narva	4152410829293
MA	Africa/Casablanca	Jerada	4419877273077
IN	Asia/Kolkata	Jashpurnagar	7052074413616
NG	Africa/Lagos	Biu	5395393496628
MG	Indian/Antananarivo	Antanifotsy	4275628105246
US	America/Chicago	New City	6111362837839
IN	Asia/Kolkata	Bachhraon	4220410392397
US	America/Chicago	Palestine	8982118290073
US	America/Chicago	Estelle	2809574495100
US	America/New_York	Covington	2953920714237
RU	Asia/Krasnoyarsk	Sharypovo	7753143284891
US	America/New_York	Lebanon	9531477061320
RU	Asia/Irkutsk	Ulan-Ude	4569031300962
CN	Asia/Shanghai	Jiangyan	2784352762295
MA	Africa/Casablanca	Temara	5765685782348
DZ	Africa/Algiers	Frenda	3992388492119
MG	Indian/Antananarivo	Ambatondrazaka	2678498467308
AZ	Asia/Baku	Qazax	2283620542091
KE	Africa/Nairobi	Nyahururu	7176380828695
IT	Europe/Rome	Campobasso	8884724392786
US	America/New_York	Cypress Hills	0938564659795
US	America/New_York	Gainesville	5809258461220
BR	America/Sao_Paulo	Miracema	9782614468902
GB	Europe/London	Lymington	9589586496816
GB	Europe/London	Lancing	4361592933555
MA	Africa/Casablanca	Oulmes	5151260795504
CO	America/Bogota	El Copey	8339257275506
DZ	Africa/Algiers	El Achir	7761189044638
BE	Europe/Brussels	Temse	3972381620719
CD	Africa/Lubumbashi	Beni	6949020685481
CN	Asia/Shanghai	Nanpiao	7821772345082
DE	Europe/Berlin	Bretten	6550171467415
US	America/Los_Angeles	Laguna Niguel	2117649076292
NG	Africa/Lagos	Igbara-Odo	0374175065981
US	America/New_York	Harrisburg	2814480722134
CN	Asia/Shanghai	Boli	4428768106837
FR	Europe/Paris	Talence	9035411643851
PL	Europe/Warsaw	Reda	1632771267796
DE	Europe/Berlin	Karben	1628942004994
CO	America/Bogota	Madrid	8029727764684
PA	America/Panama	Chilibre	6585228799270
EE	Europe/Tallinn	Narva	0366724878180
ZA	Africa/Johannesburg	Vryheid	4848355710993
RU	Europe/Moscow	Arzamas	0033961814706
UY	America/Montevideo	Durazno	5217074790538
IN	Asia/Kolkata	Gorakhpur	2167038686076
KZ	Asia/Qyzylorda	Kyzylorda	0361484532112
DE	Europe/Berlin	Barmbek-Nord	4233849689600
NG	Africa/Lagos	Biu	0897542936634
DE	Europe/Berlin	Trossingen	8343062986373
GH	Africa/Accra	Bibiani	8322740656197
IR	Asia/Tehran	Shahre Jadide Andisheh	0422195095225
CM	Africa/Douala	Mbalmayo	2995538375820
CN	Asia/Shanghai	Yanliang	3987719840141
ID	Asia/Makassar	Balikpapan	6440772012490
KG	Asia/Bishkek	Jalal-Abad	3103952344103
GB	Europe/London	Chapletown	7277981306275
US	America/Denver	Aurora	5030566417399
MX	America/Mexico_City	Teziutlan	4621515803519
CD	Africa/Lubumbashi	Beni	8396289932302
US	America/Los_Angeles	Camarillo	9174812983811
TJ	Asia/Dushanbe	Vahdat	3289943102201
PK	Asia/Karachi	Alipur	8926789845750
GB	Europe/London	Winsford	6055017156077
DE	Europe/Berlin	Landshut	7405038314434
US	America/Chicago	Bourbonnais	7712060981818
IT	Europe/Rome	Falconara Marittima	0526294346186
US	America/New_York	Harrisburg	2832876152860
CN	Asia/Shanghai	Heyuan	9398839356513
IN	Asia/Kolkata	Meerut	9207152617495
US	America/Los_Angeles	Beaumont	4914564019094
RU	Europe/Moscow	Novopavlovsk	0318065115950
BD	Asia/Dhaka	Kushtia	4886177691601
CN	Asia/Shanghai	Zhoucun	1921123413715
IN	Asia/Kolkata	Aklera	2881487130668
PK	Asia/Karachi	Sangla Hill	4692859239111
US	America/New_York	Newburgh	7139049005066
RU	Asia/Yekaterinburg	Lesnoy	3273793170619
US	America/New_York	Acworth	1259868613801
CO	America/Bogota	Andes	6958855872829
US	America/Chicago	Murray	7860494927374
GB	Europe/London	Leyland	4005156106855
US	America/Los_Angeles	Davis	2409806215058
KZ	Asia/Almaty	Zaysan	5924187357984
GB	Europe/London	Selby	7632357815889
GB	Europe/London	Westbury	6857012605242
ES	Europe/Madrid	Palafrugell	6070687167178
US	America/New_York	East Haven	1211695106697
LT	Europe/Vilnius	Ukmerge	3520733951129
BR	America/Sao_Paulo	Valinhos	3059877412963
CN	Asia/Shanghai	Licheng	0093630440346
DE	Europe/Berlin	Pfullingen	3087996277835
RU	Asia/Yekaterinburg	Oktyabr’skiy	7046932888708
JP	Asia/Tokyo	Kamakura	8365861228959
RU	Asia/Barnaul	Novosilikatnyy	4461826421299
GB	Europe/London	Rutherglen	0759717763431
IN	Asia/Kolkata	Leteri	9309823480985
UA	Europe/Kiev	Kherson	1989146245997
US	America/New_York	Covington	0296669707255
PA	America/Panama	Veracruz	4968676315551
US	America/New_York	Malden	2309092060366
FR	Europe/Paris	Bobigny	3709321323306
US	America/Chicago	Lower West Side	3002863592804
IN	Asia/Kolkata	Barpeta	1294501099512
GB	Europe/London	Thetford	7789459815160
CA	America/Toronto	Dorval	2809683765316
HT	America/Port-au-Prince	Thomazeau	0681980568515
ZA	Africa/Johannesburg	Mokopane	8586479115114
CN	Asia/Urumqi	Hoxtolgay	5694653460967
IN	Asia/Kolkata	Bhayandar	6769236809231
NG	Africa/Lagos	Lagos	2944501433685
US	America/New_York	Sicklerville	2781673743569
JP	Asia/Tokyo	Minokamo	7947406013964
CN	Asia/Shanghai	Meizhou	1093423587745
MX	America/Mexico_City	San Lorenzo Acopilco	5745204946482
US	America/Los_Angeles	Camarillo	1526340669435
TL	Asia/Dili	Maliana	0148897543146
US	America/Chicago	Pleasant Prairie	9982348529775
CN	Asia/Shanghai	Shuangcheng	9245623906730
US	America/New_York	Mechanicsville	9860558619359
CN	Asia/Shanghai	Heyuan	3140250921766
IN	Asia/Kolkata	Madhipura	4196708551084
MA	Africa/Casablanca	Oulmes	5696201899359
US	America/Los_Angeles	Keizer	0030034163372
US	America/New_York	Yonkers	6519604332898
TN	Africa/Tunis	Siliana	4094899142367
US	America/Chicago	Searcy	1324900095355
PK	Asia/Karachi	Khairpur Mir’s	9543367045631
CA	America/Toronto	Pointe-Claire	9946156476836
CN	Asia/Shanghai	Liaoyang	7431827756390
PR	America/Puerto_Rico	Aguadilla	3978171334705
IN	Asia/Kolkata	Davangere	2870186015345
UA	Europe/Kiev	Zvenihorodka	1159731585764
IN	Asia/Kolkata	Davangere	5465943506753
KR	Asia/Seoul	T’aebaek	0802661817993
IN	Asia/Kolkata	Aistala	2235924866724
CN	Asia/Shanghai	Shaowu	5104332188131
US	America/Los_Angeles	Pahrump	0563404830722
MQ	America/Martinique	Le Robert	2456087788887
DE	Europe/Berlin	Wittenau	1461198934574
US	America/Chicago	Westchester	9532068665781
TR	Europe/Istanbul	Gaziantep	8324489637628
AR	America/Argentina/Buenos_Aires	Chacabuco	2182880553864
US	America/New_York	Venice	4500314322691
JP	Asia/Tokyo	Motomachi	6658829585877
SL	Africa/Freetown	Freetown	8763667033461
BE	Europe/Brussels	Houthalen	9131103442822
US	America/New_York	Belle Glade	1410894531051
CO	America/Bogota	Puerto Colombia	0447350503469
KZ	Asia/Almaty	Zaysan	2574203951875
PH	Asia/Manila	Antipolo	5373445199079
AR	America/Argentina/Buenos_Aires	Tandil	3027365521329
IN	Asia/Kolkata	Jashpurnagar	3153582060881
FR	Europe/Paris	Cavaillon	1975458857270
MX	America/Mazatlan	Acaponeta	7651233310409
DE	Europe/Berlin	Charlottenburg-Nord	7890860212377
CO	America/Bogota	Villa del Rosario	7530855636619
GB	Europe/London	East Dereham	5872559297904
AR	America/Argentina/Buenos_Aires	Pontevedra	2065122330204
US	America/Chicago	Rolla	8935526063982
RU	Europe/Moscow	Malakhovka	3583692855082
ES	Europe/Madrid	Novelda	9817957428877
PH	Asia/Manila	Masbate	6660867728949
FR	Europe/Paris	Marly-le-Roi	3479697530263
DE	Europe/Berlin	Rudolstadt	2027672631965
US	America/Chicago	Palestine	7062873263268
US	America/Los_Angeles	Norco	4612500252214
PK	Asia/Karachi	Fazilpur	2859802086396
IN	Asia/Kolkata	Bhayandar	3215729145087
RU	Asia/Yekaterinburg	Tavda	0802654778874
US	America/Los_Angeles	Porterville	1276438437650
JP	Asia/Tokyo	Fujioka	8668195574465
UZ	Asia/Tashkent	Andijon	8081724250935
US	America/Los_Angeles	Bothell	8384852314983
CN	Asia/Shanghai	Longgang	4317746884303
IN	Asia/Kolkata	Chamba	7715813825001
CO	America/Bogota	Honda	5637030618674
MK	Europe/Skopje	Bogovinje	1459030485797
CD	Africa/Lubumbashi	Beni	1312269905927
EE	Europe/Tallinn	Narva	9635901771318
CN	Asia/Shanghai	Zhoushan	6163043370692
IN	Asia/Kolkata	Bachhraon	3366105377520
NL	Europe/Amsterdam	Culemborg	2547220998956
EG	Africa/Cairo	Alexandria	4636475273340
UA	Europe/Kiev	Voznesensk	8773146064572
TZ	Africa/Dar_es_Salaam	Usagara	5932074315023
US	America/New_York	Lakewood	5350129630851
US	America/Chicago	Bourbonnais	3488051190029
RU	Asia/Barnaul	Novosilikatnyy	4818115440231
US	America/Boise	Nampa	1263646339425
CA	America/Toronto	Markham	1638109300135
BY	Europe/Minsk	Novogrudok	9083088606235
US	America/New_York	Sicklerville	4157362260927
CO	America/Bogota	Villa del Rosario	1102937419258
IN	Asia/Kolkata	Narwar	9245064817800
IN	Asia/Kolkata	Davangere	4482113717406
AR	America/Argentina/Buenos_Aires	Chacabuco	8849537077794
MM	Asia/Yangon	Myawadi	4124992641433
MA	Africa/Casablanca	Temara	3876672921656
GB	Europe/London	Cowes	2882942112861
US	America/New_York	Scarsdale	2943859197140
US	America/Los_Angeles	Watsonville	9339363522753
KR	Asia/Seoul	Eisen	6359333355177
DZ	Africa/Algiers	Beni Douala	3912153815196
PH	Asia/Manila	Pilar	3138953976091
US	America/New_York	Brunswick	3478456068078
RU	Asia/Yekaterinburg	Kachkanar	1051252713391
RU	Asia/Yakutsk	Aykhal	7688651574113
JP	Asia/Tokyo	Yamada	3018712422451
FR	Europe/Paris	Sceaux	0087839005758
PL	Europe/Warsaw	Brzeg	1634325291974
US	America/Los_Angeles	North Tustin	6268826275482
US	America/New_York	Waterbury	2529067999228
ES	Europe/Madrid	Segundo Ensanche	4235972762144
ID	Asia/Jakarta	Labuhan Deli	9052157119068
CN	Asia/Shanghai	Yanliang	2736805126772
AU	Australia/Brisbane	Carindale	0687970265853
